Thu Apr 10 20:13:38 2025    output.prof

         354115 function calls (353583 primitive calls) in 0.266 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:67(zeros_like)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:226(_copy_names)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\loader.py:33(__init__)
      152    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
      840    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      112    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        2    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:68(reset)
      226    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      532    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
      380    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\sparse\_base.py:1401(issparse)
      117    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:402(construct_yaml_str)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:3269(round)
       38    0.000    0.000    0.000    0.000 {method 'outer' of 'numpy.ufunc' objects}
      831    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:139(parse_implicit_document_start)
        1    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_methods.py:47(_sum)
      196    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      190    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       51    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:237(construct_yaml_int)
      351    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:325(unwind_indent)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:59(__init__)
      380    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\ma\core.py:6485(isMaskedArray)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:452(_get_format_function)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:122(determine_encoding)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:141(__exit__)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:33(_min_int)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:132(__enter__)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:411(<lambda>)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:299(helper)
      226    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      154    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:55(_init_controller)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:907(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:177(update_raw)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:452(_no_nep50_warning)
       37    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:270(construct_yaml_float)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:62(__init__)
      205    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:731(check_plain)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:135(_makearray)
       14    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:405(construct_yaml_seq)
      152    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:153(_realType)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:934(fillFormat)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       76    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\function_base.py:24(linspace)
       76    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:124(construct_sequence)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:538(isctime)
      456    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\lapack.py:1039(_check_work_float)
      285    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:114(get_event)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:101(initialize_controller)
      228    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\collections\__init__.py:1130(__getitem__)
       38    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
      152    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\type_check.py:302(iscomplexobj)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\index_tricks.py:785(fill_diagonal)
        5    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:146(update)
       13    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:470(fetch_flow_entry)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      114    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      308    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:104(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:657(fetch_flow_scalar)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:111(initialize_weights)
      310    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:262(check_targets_reached)
      208    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:117(construct_scalar)
      458    0.000    0.000    0.000    0.000 {built-in method _operator.index}
      112    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:721(check_value)
        3    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1134(scan_flow_scalar)
      152    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:140(isComplexType)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:300(<lambda>)
       29    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:180(flatten_mapping)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:780(_formatArray)
      277    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      5/1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:789(recurser)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:130(get_linalg_error_extobj)
        2    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:899(scan_anchor)
      228    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2638(_multidot_dispatcher)
        7    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:424(fetch_flow_sequence_start)
        7    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:447(fetch_flow_sequence_end)
      208    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\tokens.py:98(__init__)
      208    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      208    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\events.py:65(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:651(fetch_single)
      208    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\nodes.py:27(__init__)
       38    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:453(fetch_flow_collection_end)
        7    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:430(fetch_flow_collection_start)
      115    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:205(compute_jerk)
      244    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\resolver.py:114(ascend_resolver)
        4    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:234(diag)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\getlimits.py:484(__new__)
      244    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:107(peek_event)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:14(_select_function)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:366(<lambda>)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:333(<lambda>)
      244    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\resolver.py:91(descend_resolver)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:264(parse_block_node)
      153    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:312(remove_possible_simple_key)
        3    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1185(scan_flow_scalar_non_spaces)
      112    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:349(add_indent)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:203(_assert_stacked_2d)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\getlimits.py:696(min)
      190    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_misc.py:181(_datacopied)
      141    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      114    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:408(_isstatic)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\getlimits.py:709(max)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:612(fetch_anchor)
      228    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2379(_norm_dispatcher)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      132    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:38(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_exists}
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:601(fetch_alias)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:654(fetch_double)
      114    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:138(check_printable)
      228    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
       38    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:197(_assert_2d)
        3    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:89(reset)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:48(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:989(<genexpr>)
       76    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:369(isctime)
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\core\model.py:23(__init__)
       77    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      116    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:3176(ndim)
      152    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\type_check.py:205(_is_type_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_isdir}
      152    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\multiarray.py:85(empty_like)
      114    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\multiarray.py:1080(copyto)
       91    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:127(parse_stream_start)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       38    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       74    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      114    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\multiarray.py:741(dot)
      116    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:3172(_ndim_dispatcher)
       38    0.000    0.000    0.000    0.000 C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:220(_is_empty_2d)
