Thu Apr 10 20:13:38 2025    output.prof

         354115 function calls (353583 primitive calls) in 0.266 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:415(count_nonzero)
                                                                                                                                                                        114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:2249(isclose)
                                                                                                                                                                       4228    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
                                                                                                                                                                        266    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
                                                                                                                                                                          4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:234(diag)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:485(triu)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2643(multi_dot)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)                                                                    <-      77    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
                                                                                                                                                                         77    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\re\__init__.py:164(match)                                                                                               <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:141(_name_or_default)
                                                                                                                                                                        380    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:676(_process_signal_list)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_methods.py:39(_amax)                                                                          <-     266    0.000    0.000  {method 'max' of 'numpy.ndarray' objects}
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1416(scan_line_break)                                                                     <-     476    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:752(scan_to_next_token)
                                                                                                                                                                         72    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1311(scan_plain_spaces)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2785(_multi_dot_matrix_chain_order)                                                <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2643(multi_dot)
{built-in method builtins.getattr}                                                                                                                               <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\contextlib.py:104(__init__)
                                                                                                                                                                       2038    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:71(_wrapreduction)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:135(_makearray)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\lapack.py:1004(_compute_lwork)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:59(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:503(_solve_triangular)                                                             <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:411(solve_triangular)
{built-in method builtins.hasattr}                                                                                                                               <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:1515(ss)
                                                                                                                                                                       2152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:336(set_states)                                                                          <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:111(__init__)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:15(__init__)                                 <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\scripts\run_simulation.py:12(main)
{built-in method builtins.all}                                                                                                                                   <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:676(_process_signal_list)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\core\model.py:126(linearize)                                         <-      38    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:185(recalculate_gain)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:51(_iuc)                                                                       <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:320(ordqz)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\blas.py:384(getter)                                                                          <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:503(_solve_triangular)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1097(inv)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1723(matrix_balance)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qr.py:26(qr)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:70(_qz)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:320(ordqz)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)                                                                <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:934(fillFormat)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:2330(within_tol)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1702(cond)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\resolver.py:143(resolve)                                                                             <-     208    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:88(compose_scalar_node)
                                                                                                                                                                          7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:99(compose_sequence_node)
                                                                                                                                                                         29    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\composer.py:117(compose_mapping_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:415(count_nonzero)                                                                  <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1825(matrix_rank)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:657(_process_dt_keyword)                                                                 <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:111(__init__)
                                                                                                                                                                        228    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:570(_process_iosys_keywords)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:366(tri)                                                                         <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:485(triu)
{built-in method builtins.abs}                                                                                                                                   <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:2330(within_tol)
                                                                                                                                                                          4    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:234(diag)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:51(_iuc)
                                                                                                                                                                       1999    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:181(should_recalculate_gain)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)                                                                 <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
                                                                                                                                                                       2114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:292(hstack)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\index_tricks.py:326(__getitem__)
                                                                                                                                                                       2000    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:137(_run_simulation)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:295(save_possible_simple_key)                                                             <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:430(fetch_flow_collection_start)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:601(fetch_alias)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:612(fetch_anchor)
                                                                                                                                                                          3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:657(fetch_flow_scalar)
                                                                                                                                                                        205    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:668(fetch_plain)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:471(parse_flow_sequence_first_entry)                                                       <-       7    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:94(check_event)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:141(_name_or_default)                                                                    <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:111(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:264(next_possible_simple_key)                                                             <-    2830    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:145(need_more_tokens)
{method 'dot' of 'numpy.ndarray' objects}                                                                                                                        <-     152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:544(solve_discrete_are)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:692(<genexpr>)                                                                           <-     798    0.000    0.000  {built-in method builtins.all}
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2826(_multi_dot)                                                                   <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2643(multi_dot)
                                                                                                                                                                     228/76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2826(_multi_dot)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:242(print_results)                           <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:97(simulate)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:94(prefix)                                                                                 <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:899(scan_anchor)
                                                                                                                                                                          3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1185(scan_flow_scalar_non_spaces)
                                                                                                                                                                        205    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1270(scan_plain)
                                                                                                                                                                        277    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1311(scan_plain_spaces)
                                                                                                                                                                        198    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:1416(scan_line_break)
{method 'get' of 'dict' objects}                                                                                                                                 <-     532    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:606(pop_with_default)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\getlimits.py:484(__new__)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:153(_realType)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:503(_solve_triangular)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qr.py:11(safecall)
                                                                                                                                                                        304    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\blas.py:384(getter)
                                                                                                                                                                        410    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\resolver.py:143(resolve)
                                                                                                                                                                          3    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:62(__init__)
                                                                                                                                                                          3    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:118(initialize_control_options)
                                                                                                                                                                          6    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\core\base.py:10(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\error.py:6(__init__)                                                                                 <-     861    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\reader.py:114(get_mark)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)                                                                   <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1723(matrix_balance)
                                                                                                                                                                        152    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:753(_are_validate_args)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\scanner.py:125(peek_token)                                                                           <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:139(parse_implicit_document_start)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:190(parse_document_end)
                                                                                                                                                                        279    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:273(parse_node)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:1855(isscalar)                                                                      <-     114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:173(__init__)
                                                                                                                                                                          2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\function_base.py:24(linspace)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)                                                                 <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:934(fillFormat)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:2330(within_tol)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1702(cond)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)                                                                <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:415(count_nonzero)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_matfuncs.py:217(expm)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\utils\lqr_handler.py:161(_regularize_matrix)                         <-      38    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\utils\lqr_handler.py:30(_compute_gain_cached)
{method 'match' of 're.Pattern' objects}                                                                                                                         <-     418    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\re\__init__.py:164(match)
                                                                                                                                                                        164    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\resolver.py:143(resolve)
{built-in method scipy.linalg._matfuncs_expm.pade_UV_calc}                                                                                                       <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_matfuncs.py:217(expm)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:267(parse_flow_node)                                                                       <-      20    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\parser.py:476(parse_flow_sequence_entry)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\re\__init__.py:280(_compile)                                                                                            <-     418    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\re\__init__.py:164(match)
C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\visualization\visualizer.py:31(__init__)                             <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:15(__init__)
{method 'reshape' of 'numpy.ndarray' objects}                                                                                                                    <-     456    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:2141(_ssmatrix)
                                                                                                                                                                          2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\function_base.py:24(linspace)
{built-in method scipy.linalg._matfuncs_expm.pick_pade_structure}                                                                                                <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_matfuncs.py:217(expm)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\fromnumeric.py:2096(_clip_dispatcher)                                                          <-    2000    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\controllers\LQR_controller.py:252(apply_constraints)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:203(ones_like)                                                                      <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1723(matrix_balance)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:544(solve_discrete_are)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)                                                                   <-     154    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
{built-in method numpy.arange}                                                                                                                                   <-       2    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\function_base.py:24(linspace)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\twodim_base.py:366(tri)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1723(matrix_balance)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_lu.py:201(lu)
{built-in method numpy.asarray}                                                                                                                                  <-     228    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:173(__init__)
                                                                                                                                                                          1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:523(_array2string)
                                                                                                                                                                        456    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\lib\function_base.py:564(asarray_chkfinite)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:135(_makearray)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1702(cond)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1825(matrix_rank)
                                                                                                                                                                        228    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:2383(norm)
                                                                                                                                                                         76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:70(_qz)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_matfuncs.py:217(expm)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:1595(_array_str_implementation)                                                  <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\simulation\simulator.py:242(print_results)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:561(array2string)                                                                <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:1595(_array_str_implementation)
{method 'pop' of 'dict' objects}                                                                                                                                 <-     912    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:606(pop_with_default)
                                                                                                                                                                        304    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\iosys.py:657(_process_dt_keyword)
                                                                                                                                                                        114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\control\statesp.py:173(__init__)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\lapack.py:1004(_compute_lwork)                                                               <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_basic.py:1097(inv)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:159(_commonType)                                                                   <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1499(svd)
<frozen os>:200(makedirs)                                                                                                                                        <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\src\visualization\visualizer.py:31(__init__)
{method 'astype' of 'numpy.generic' objects}                                                                                                                     <-      76    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qr.py:11(safecall)
                                                                                                                                                                         38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_decomp_qz.py:70(_qz)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:173(construct_scalar)                                                                 <-       3    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:233(construct_yaml_bool)
                                                                                                                                                                         51    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:237(construct_yaml_int)
                                                                                                                                                                         37    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:270(construct_yaml_float)
                                                                                                                                                                        117    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\yaml\constructor.py:402(construct_yaml_str)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:506(wrapper)                                                                     <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:561(array2string)
{method 'sum' of 'numpy.ndarray' objects}                                                                                                                        <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:415(count_nonzero)
{built-in method _io.open}                                                                                                                                       <-       1    0.000    0.000  C:\Users\Tag\Desktop\RESEARCH\Gantry Crane Research\gantry crane\GantryCraneProject V24\scripts\run_simulation.py:19(load_config)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)                                                       <-    2114    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:292(hstack)
{method 'any' of 'numpy.generic' objects}                                                                                                                        <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\linalg\linalg.py:1702(cond)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\shape_base.py:219(vstack)                                                                      <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\signal\_lti_conversion.py:335(cont2discrete)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:523(_array2string)                                                               <-       1    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\arrayprint.py:506(wrapper)
C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\numpy\core\numeric.py:67(zeros_like)                                                                      <-      38    0.000    0.000  C:\Users\Tag\.conda\envs\GantryCrane\Lib\site-packages\scipy\linalg\_solvers.py:544(solve_discrete_are)
